oscar_no,oscar_yr,award,name,movie,age,birth_pl,birth_date,birth_mo,birth_d,birth_y,index,Gender,Race,Director(s),Film,Nomination/Winner
38,1966,Best actor,Lee Marvin,Cat Ballou,41,New York,1924-02-19,2,19,1924,187,Male,White,Richard Brooks,The Professionals,Nomination
38,1966,Best actor,Lee Marvin,Cat Ballou,41,New York,1924-02-19,2,19,1924,188,Male,White,Claude Lelouch,A Man and a Woman,Nomination
38,1966,Best actor,Lee Marvin,Cat Ballou,41,New York,1924-02-19,2,19,1924,189,Male,White,Mike Nichols,Who's Afraid of Virginia Woolf?,Nomination
39,1967,Best actress,Elizabeth Taylor,Who's Afraid of Virginia Wolf,34,England,1932-02-27,2,27,1932,190,Male,White,Mike Nichols,The Graduate,Winner
39,1967,Best actress,Elizabeth Taylor,Who's Afraid of Virginia Wolf,34,England,1932-02-27,2,27,1932,191,Male,White,Richard Brooks,In Cold Blood,Nomination
39,1967,Best actress,Elizabeth Taylor,Who's Afraid of Virginia Wolf,34,England,1932-02-27,2,27,1932,192,Male,White,Norman Jewison,In the Heat of the Night,Nomination
39,1967,Best actress,Elizabeth Taylor,Who's Afraid of Virginia Wolf,34,England,1932-02-27,2,27,1932,193,Male,White,Stanley Kramer,Guess Who's Coming to Dinner,Nomination
39,1967,Best actress,Elizabeth Taylor,Who's Afraid of Virginia Wolf,34,England,1932-02-27,2,27,1932,194,Male,White,Arthur Penn,Bonnie and Clyde,Nomination
39,1967,Best actor,Paul Scofield,A Man for All Seasons,44,England,1922-01-21,1,21,1922,190,Male,White,Mike Nichols,The Graduate,Winner
39,1967,Best actor,Paul Scofield,A Man for All Seasons,44,England,1922-01-21,1,21,1922,191,Male,White,Richard Brooks,In Cold Blood,Nomination
39,1967,Best actor,Paul Scofield,A Man for All Seasons,44,England,1922-01-21,1,21,1922,192,Male,White,Norman Jewison,In the Heat of the Night,Nomination
39,1967,Best actor,Paul Scofield,A Man for All Seasons,44,England,1922-01-21,1,21,1922,193,Male,White,Stanley Kramer,Guess Who's Coming to Dinner,Nomination
39,1967,Best actor,Paul Scofield,A Man for All Seasons,44,England,1922-01-21,1,21,1922,194,Male,White,Arthur Penn,Bonnie and Clyde,Nomination
40,1968,Best actress,Katharine Hepburn,Guess Who's Coming to Dinner,60,Connecticut,1907-05-12,5,12,1907,195,Male,White,Carol Reed,Oliver!,Winner
40,1968,Best actress,Katharine Hepburn,Guess Who's Coming to Dinner,60,Connecticut,1907-05-12,5,12,1907,196,Male,White,Anthony Harvey,The Lion in Winter,Nomination
40,1968,Best actress,Katharine Hepburn,Guess Who's Coming to Dinner,60,Connecticut,1907-05-12,5,12,1907,197,Male,White,Stanley Kubrick,2001: A Space Odyssey,Nomination
40,1968,Best actress,Katharine Hepburn,Guess Who's Coming to Dinner,60,Connecticut,1907-05-12,5,12,1907,198,Male,White,Gillo Pontecorvo,The Battle of Algiers,Nomination
40,1968,Best actress,Katharine Hepburn,Guess Who's Coming to Dinner,60,Connecticut,1907-05-12,5,12,1907,199,Male,White,Franco Zeffirelli,Romeo and Juliet,Nomination
40,1968,Best actor,Rod Steiger,In the Heat of the Night,42,New York,1925-04-14,4,14,1925,195,Male,White,Carol Reed,Oliver!,Winner
40,1968,Best actor,Rod Steiger,In the Heat of the Night,42,New York,1925-04-14,4,14,1925,196,Male,White,Anthony Harvey,The Lion in Winter,Nomination
40,1968,Best actor,Rod Steiger,In the Heat of the Night,42,New York,1925-04-14,4,14,1925,197,Male,White,Stanley Kubrick,2001: A Space Odyssey,Nomination
40,1968,Best actor,Rod Steiger,In the Heat of the Night,42,New York,1925-04-14,4,14,1925,198,Male,White,Gillo Pontecorvo,The Battle of Algiers,Nomination
40,1968,Best actor,Rod Steiger,In the Heat of the Night,42,New York,1925-04-14,4,14,1925,199,Male,White,Franco Zeffirelli,Romeo and Juliet,Nomination
41,1969,Best actress,Barbra Streisand,Funny Girl,26,New York,1942-04-24,4,24,1942,200,Male,White,John Schlesinger,Midnight Cowboy,Winner
41,1969,Best actress,Barbra Streisand,Funny Girl,26,New York,1942-04-24,4,24,1942,201,Male,White,Costa-Gavras,Z,Nomination
41,1969,Best actress,Barbra Streisand,Funny Girl,26,New York,1942-04-24,4,24,1942,202,Male,White,George Roy Hill,Butch Cassidy and the Sundance Kid,Nomination
41,1969,Best actress,Barbra Streisand,Funny Girl,26,New York,1942-04-24,4,24,1942,203,Male,White,Arthur Penn,Alice's Restaurant,Nomination
41,1969,Best actress,Barbra Streisand,Funny Girl,26,New York,1942-04-24,4,24,1942,204,Male,White,Sydney Pollack,"They Shoot Horses, Don't They?",Nomination
41,1969,Best actress,Katharine Hepburn,The Lion in Winter,61,Connecticut,1907-05-12,5,12,1907,200,Male,White,John Schlesinger,Midnight Cowboy,Winner
41,1969,Best actress,Katharine Hepburn,The Lion in Winter,61,Connecticut,1907-05-12,5,12,1907,201,Male,White,Costa-Gavras,Z,Nomination
41,1969,Best actress,Katharine Hepburn,The Lion in Winter,61,Connecticut,1907-05-12,5,12,1907,202,Male,White,George Roy Hill,Butch Cassidy and the Sundance Kid,Nomination
41,1969,Best actress,Katharine Hepburn,The Lion in Winter,61,Connecticut,1907-05-12,5,12,1907,203,Male,White,Arthur Penn,Alice's Restaurant,Nomination
41,1969,Best actress,Katharine Hepburn,The Lion in Winter,61,Connecticut,1907-05-12,5,12,1907,204,Male,White,Sydney Pollack,"They Shoot Horses, Don't They?",Nomination
41,1969,Best actor,Cliff Robertson,Charly,43,California,1925-09-09,9,9,1925,200,Male,White,John Schlesinger,Midnight Cowboy,Winner
41,1969,Best actor,Cliff Robertson,Charly,43,California,1925-09-09,9,9,1925,201,Male,White,Costa-Gavras,Z,Nomination
41,1969,Best actor,Cliff Robertson,Charly,43,California,1925-09-09,9,9,1925,202,Male,White,George Roy Hill,Butch Cassidy and the Sundance Kid,Nomination
41,1969,Best actor,Cliff Robertson,Charly,43,California,1925-09-09,9,9,1925,203,Male,White,Arthur Penn,Alice's Restaurant,Nomination
41,1969,Best actor,Cliff Robertson,Charly,43,California,1925-09-09,9,9,1925,204,Male,White,Sydney Pollack,"They Shoot Horses, Don't They?",Nomination
42,1970,Best actress,Maggie Smith,The Prime of Miss Jean Brodie,35,England,1934-12-28,12,28,1934,205,Male,White,Franklin J. Schaffner,Patton,Winner
42,1970,Best actress,Maggie Smith,The Prime of Miss Jean Brodie,35,England,1934-12-28,12,28,1934,206,Male,White,Robert Altman,M*A*S*H,Nomination
42,1970,Best actress,Maggie Smith,The Prime of Miss Jean Brodie,35,England,1934-12-28,12,28,1934,207,Male,White,Federico Fellini,Fellini Satyricon,Nomination
42,1970,Best actress,Maggie Smith,The Prime of Miss Jean Brodie,35,England,1934-12-28,12,28,1934,208,Male,White,Arthur Hiller,Love Story,Nomination
42,1970,Best actress,Maggie Smith,The Prime of Miss Jean Brodie,35,England,1934-12-28,12,28,1934,209,Male,White,Ken Russell,Women in Love,Nomination
42,1970,Best actor,John Wayne,True Grit,62,Iowa,1907-05-26,5,26,1907,205,Male,White,Franklin J. Schaffner,Patton,Winner
42,1970,Best actor,John Wayne,True Grit,62,Iowa,1907-05-26,5,26,1907,206,Male,White,Robert Altman,M*A*S*H,Nomination
42,1970,Best actor,John Wayne,True Grit,62,Iowa,1907-05-26,5,26,1907,207,Male,White,Federico Fellini,Fellini Satyricon,Nomination
42,1970,Best actor,John Wayne,True Grit,62,Iowa,1907-05-26,5,26,1907,208,Male,White,Arthur Hiller,Love Story,Nomination
42,1970,Best actor,John Wayne,True Grit,62,Iowa,1907-05-26,5,26,1907,209,Male,White,Ken Russell,Women in Love,Nomination
43,1971,Best actress,Glenda Jackson,Women In Love,34,England,1936-05-09,5,9,1936,210,Male,White,William Friedkin,The French Connection,Winner
43,1971,Best actress,Glenda Jackson,Women In Love,34,England,1936-05-09,5,9,1936,211,Male,White,Peter Bogdanovich,The Last Picture Show,Nomination
43,1971,Best actress,Glenda Jackson,Women In Love,34,England,1936-05-09,5,9,1936,212,Male,White,Norman Jewison,Fiddler on the Roof,Nomination
43,1971,Best actress,Glenda Jackson,Women In Love,34,England,1936-05-09,5,9,1936,213,Male,White,Stanley Kubrick,A Clockwork Orange,Nomination
43,1971,Best actress,Glenda Jackson,Women In Love,34,England,1936-05-09,5,9,1936,214,Male,White,John Schlesinger,Sunday Bloody Sunday,Nomination
43,1971,Best actor,George C. Scott,Patton,43,Virginia,1927-10-18,10,18,1927,210,Male,White,William Friedkin,The French Connection,Winner
43,1971,Best actor,George C. Scott,Patton,43,Virginia,1927-10-18,10,18,1927,211,Male,White,Peter Bogdanovich,The Last Picture Show,Nomination
43,1971,Best actor,George C. Scott,Patton,43,Virginia,1927-10-18,10,18,1927,212,Male,White,Norman Jewison,Fiddler on the Roof,Nomination
43,1971,Best actor,George C. Scott,Patton,43,Virginia,1927-10-18,10,18,1927,213,Male,White,Stanley Kubrick,A Clockwork Orange,Nomination
43,1971,Best actor,George C. Scott,Patton,43,Virginia,1927-10-18,10,18,1927,214,Male,White,John Schlesinger,Sunday Bloody Sunday,Nomination
44,1972,Best actress,Jane Fonda,Klute,34,New York,1937-12-21,12,21,1937,215,Male,White,Bob Fosse,Cabaret,Winner
44,1972,Best actress,Jane Fonda,Klute,34,New York,1937-12-21,12,21,1937,216,Male,White,John Boorman,Deliverance,Nomination
44,1972,Best actress,Jane Fonda,Klute,34,New York,1937-12-21,12,21,1937,217,Male,White,Francis Ford Coppola,The Godfather,Nomination
44,1972,Best actress,Jane Fonda,Klute,34,New York,1937-12-21,12,21,1937,218,Male,White,Joseph L. Mankiewicz,Sleuth,Nomination
44,1972,Best actress,Jane Fonda,Klute,34,New York,1937-12-21,12,21,1937,219,Male,White,Jan Troell,The Emigrants,Nomination
44,1972,Best actor,Gene Hackman,The French Connection,41,California,1930-01-30,1,30,1930,215,Male,White,Bob Fosse,Cabaret,Winner
44,1972,Best actor,Gene Hackman,The French Connection,41,California,1930-01-30,1,30,1930,216,Male,White,John Boorman,Deliverance,Nomination
44,1972,Best actor,Gene Hackman,The French Connection,41,California,1930-01-30,1,30,1930,217,Male,White,Francis Ford Coppola,The Godfather,Nomination
44,1972,Best actor,Gene Hackman,The French Connection,41,California,1930-01-30,1,30,1930,218,Male,White,Joseph L. Mankiewicz,Sleuth,Nomination
44,1972,Best actor,Gene Hackman,The French Connection,41,California,1930-01-30,1,30,1930,219,Male,White,Jan Troell,The Emigrants,Nomination
45,1973,Best actress,Liza Minnelli,Cabaret,26,California,1946-03-12,3,12,1946,220,Male,White,George Roy Hill,The Sting,Winner
45,1973,Best actress,Liza Minnelli,Cabaret,26,California,1946-03-12,3,12,1946,221,Male,White,Ingmar Bergman,Cries and Whispers,Nomination
45,1973,Best actress,Liza Minnelli,Cabaret,26,California,1946-03-12,3,12,1946,222,Male,White,Bernardo Bertolucci,Last Tango in Paris,Nomination
45,1973,Best actress,Liza Minnelli,Cabaret,26,California,1946-03-12,3,12,1946,223,Male,White,William Friedkin,The Exorcist,Nomination
45,1973,Best actress,Liza Minnelli,Cabaret,26,California,1946-03-12,3,12,1946,224,Male,White,George Lucas,American Graffiti,Nomination
45,1973,Best actor,Marlon Brando,The Godfather,48,Nebraska,1924-04-03,4,3,1924,220,Male,White,George Roy Hill,The Sting,Winner
45,1973,Best actor,Marlon Brando,The Godfather,48,Nebraska,1924-04-03,4,3,1924,221,Male,White,Ingmar Bergman,Cries and Whispers,Nomination
45,1973,Best actor,Marlon Brando,The Godfather,48,Nebraska,1924-04-03,4,3,1924,222,Male,White,Bernardo Bertolucci,Last Tango in Paris,Nomination
45,1973,Best actor,Marlon Brando,The Godfather,48,Nebraska,1924-04-03,4,3,1924,223,Male,White,William Friedkin,The Exorcist,Nomination
45,1973,Best actor,Marlon Brando,The Godfather,48,Nebraska,1924-04-03,4,3,1924,224,Male,White,George Lucas,American Graffiti,Nomination
46,1974,Best actress,Glenda Jackson,A Touch of Class,37,England,1936-05-09,5,9,1936,225,Male,White,Francis Ford Coppola,The Godfather Part II,Winner
46,1974,Best actress,Glenda Jackson,A Touch of Class,37,England,1936-05-09,5,9,1936,226,Male,White,John Cassavetes,A Woman Under the Influence,Nomination
46,1974,Best actress,Glenda Jackson,A Touch of Class,37,England,1936-05-09,5,9,1936,227,Male,White,Bob Fosse,Lenny,Nomination
46,1974,Best actress,Glenda Jackson,A Touch of Class,37,England,1936-05-09,5,9,1936,228,Male,White,Roman Polanski,Chinatown,Nomination
46,1974,Best actress,Glenda Jackson,A Touch of Class,37,England,1936-05-09,5,9,1936,229,Male,White,François Truffaut,Day for Night,Nomination
46,1974,Best actor,Jack Lemmon,Save the Tiger,48,Massachusetts,1925-02-08,2,8,1925,225,Male,White,Francis Ford Coppola,The Godfather Part II,Winner
46,1974,Best actor,Jack Lemmon,Save the Tiger,48,Massachusetts,1925-02-08,2,8,1925,226,Male,White,John Cassavetes,A Woman Under the Influence,Nomination
46,1974,Best actor,Jack Lemmon,Save the Tiger,48,Massachusetts,1925-02-08,2,8,1925,227,Male,White,Bob Fosse,Lenny,Nomination
46,1974,Best actor,Jack Lemmon,Save the Tiger,48,Massachusetts,1925-02-08,2,8,1925,228,Male,White,Roman Polanski,Chinatown,Nomination
46,1974,Best actor,Jack Lemmon,Save the Tiger,48,Massachusetts,1925-02-08,2,8,1925,229,Male,White,François Truffaut,Day for Night,Nomination
47,1975,Best actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,42,Michigan,1932-12-07,12,7,1932,230,Male,White,Miloš Forman,One Flew Over the Cuckoo's Nest,Winner
47,1975,Best actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,42,Michigan,1932-12-07,12,7,1932,231,Male,White,Robert Altman,Nashville,Nomination
47,1975,Best actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,42,Michigan,1932-12-07,12,7,1932,232,Male,White,Federico Fellini,Amarcord,Nomination
47,1975,Best actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,42,Michigan,1932-12-07,12,7,1932,233,Male,White,Stanley Kubrick,Barry Lyndon,Nomination
47,1975,Best actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,42,Michigan,1932-12-07,12,7,1932,234,Male,White,Sidney Lumet,Dog Day Afternoon,Nomination
47,1975,Best actor,Art Carney,Harry and Tonto,56,New York,1918-11-04,11,4,1918,230,Male,White,Miloš Forman,One Flew Over the Cuckoo's Nest,Winner
47,1975,Best actor,Art Carney,Harry and Tonto,56,New York,1918-11-04,11,4,1918,231,Male,White,Robert Altman,Nashville,Nomination
47,1975,Best actor,Art Carney,Harry and Tonto,56,New York,1918-11-04,11,4,1918,232,Male,White,Federico Fellini,Amarcord,Nomination
47,1975,Best actor,Art Carney,Harry and Tonto,56,New York,1918-11-04,11,4,1918,233,Male,White,Stanley Kubrick,Barry Lyndon,Nomination
47,1975,Best actor,Art Carney,Harry and Tonto,56,New York,1918-11-04,11,4,1918,234,Male,White,Sidney Lumet,Dog Day Afternoon,Nomination
48,1976,Best actress,Louise Fletcher,One Flew Over the Cockoo's Nest,41,Alabama,1934-07-22,7,22,1934,235,Male,White,John G. Avildsen,Rocky,Winner
48,1976,Best actress,Louise Fletcher,One Flew Over the Cockoo's Nest,41,Alabama,1934-07-22,7,22,1934,236,Male,White,Ingmar Bergman,Face to Face,Nomination
48,1976,Best actress,Louise Fletcher,One Flew Over the Cockoo's Nest,41,Alabama,1934-07-22,7,22,1934,237,Male,White,Sidney Lumet,Network,Nomination
48,1976,Best actress,Louise Fletcher,One Flew Over the Cockoo's Nest,41,Alabama,1934-07-22,7,22,1934,238,Male,White,Alan J. Pakula,All the President's Men,Nomination
48,1976,Best actress,Louise Fletcher,One Flew Over the Cockoo's Nest,41,Alabama,1934-07-22,7,22,1934,239,Female,White,Lina Wertmüller,Seven Beauties,Nomination
48,1976,Best actor,Jack Nicholson,One Flew Over The Cuckoo's Nes,38,New York,1937-04-22,4,22,1937,235,Male,White,John G. Avildsen,Rocky,Winner
48,1976,Best actor,Jack Nicholson,One Flew Over The Cuckoo's Nes,38,New York,1937-04-22,4,22,1937,236,Male,White,Ingmar Bergman,Face to Face,Nomination
48,1976,Best actor,Jack Nicholson,One Flew Over The Cuckoo's Nes,38,New York,1937-04-22,4,22,1937,237,Male,White,Sidney Lumet,Network,Nomination
48,1976,Best actor,Jack Nicholson,One Flew Over The Cuckoo's Nes,38,New York,1937-04-22,4,22,1937,238,Male,White,Alan J. Pakula,All the President's Men,Nomination
48,1976,Best actor,Jack Nicholson,One Flew Over The Cuckoo's Nes,38,New York,1937-04-22,4,22,1937,239,Female,White,Lina Wertmüller,Seven Beauties,Nomination
49,1977,Best actress,Faye Dunaway,Network,35,Florida,1941-01-14,1,14,1941,240,Male,White,Woody Allen,Annie Hall,Winner
49,1977,Best actress,Faye Dunaway,Network,35,Florida,1941-01-14,1,14,1941,241,Male,White,George Lucas,Star Wars,Nomination
49,1977,Best actress,Faye Dunaway,Network,35,Florida,1941-01-14,1,14,1941,242,Male,White,Herbert Ross,The Turning Point,Nomination
49,1977,Best actress,Faye Dunaway,Network,35,Florida,1941-01-14,1,14,1941,243,Male,White,Steven Spielberg,Close Encounters of the Third Kind,Nomination
49,1977,Best actress,Faye Dunaway,Network,35,Florida,1941-01-14,1,14,1941,244,Male,White,Fred Zinnemann,Julia,Nomination
49,1977,Best actor,Peter Finch,Network,60,England,1916-09-28,9,28,1916,240,Male,White,Woody Allen,Annie Hall,Winner
49,1977,Best actor,Peter Finch,Network,60,England,1916-09-28,9,28,1916,241,Male,White,George Lucas,Star Wars,Nomination
49,1977,Best actor,Peter Finch,Network,60,England,1916-09-28,9,28,1916,242,Male,White,Herbert Ross,The Turning Point,Nomination
49,1977,Best actor,Peter Finch,Network,60,England,1916-09-28,9,28,1916,243,Male,White,Steven Spielberg,Close Encounters of the Third Kind,Nomination
49,1977,Best actor,Peter Finch,Network,60,England,1916-09-28,9,28,1916,244,Male,White,Fred Zinnemann,Julia,Nomination
50,1978,Best actress,Diane Keaton,Annie Hall,31,California,1946-01-05,1,5,1946,245,Male,White,Michael Cimino,The Deer Hunter,Winner
50,1978,Best actress,Diane Keaton,Annie Hall,31,California,1946-01-05,1,5,1946,246,Male,White,Woody Allen,Interiors,Nomination
50,1978,Best actress,Diane Keaton,Annie Hall,31,California,1946-01-05,1,5,1946,247,Male,White,Hal Ashby,Coming Home,Nomination
50,1978,Best actress,Diane Keaton,Annie Hall,31,California,1946-01-05,1,5,1946,248,Male,White,Warren Beatty & Buck Henry,Heaven Can Wait,Nomination
50,1978,Best actress,Diane Keaton,Annie Hall,31,California,1946-01-05,1,5,1946,249,Male,White,Alan Parker,Midnight Express,Nomination
50,1978,Best actor,Richard Dreyfuss,The Goodbye Girl,30,New York,1947-10-29,10,29,1947,245,Male,White,Michael Cimino,The Deer Hunter,Winner
50,1978,Best actor,Richard Dreyfuss,The Goodbye Girl,30,New York,1947-10-29,10,29,1947,246,Male,White,Woody Allen,Interiors,Nomination
50,1978,Best actor,Richard Dreyfuss,The Goodbye Girl,30,New York,1947-10-29,10,29,1947,247,Male,White,Hal Ashby,Coming Home,Nomination
50,1978,Best actor,Richard Dreyfuss,The Goodbye Girl,30,New York,1947-10-29,10,29,1947,248,Male,White,Warren Beatty & Buck Henry,Heaven Can Wait,Nomination
50,1978,Best actor,Richard Dreyfuss,The Goodbye Girl,30,New York,1947-10-29,10,29,1947,249,Male,White,Alan Parker,Midnight Express,Nomination
51,1979,Best actress,Jane Fonda,Coming Home,41,New York,1937-12-21,12,21,1937,250,Male,White,Robert Benton,Kramer vs. Kramer,Winner
51,1979,Best actress,Jane Fonda,Coming Home,41,New York,1937-12-21,12,21,1937,251,Male,White,Francis Ford Coppola,Apocalypse Now,Nomination
51,1979,Best actress,Jane Fonda,Coming Home,41,New York,1937-12-21,12,21,1937,252,Male,White,Bob Fosse,All That Jazz,Nomination
51,1979,Best actress,Jane Fonda,Coming Home,41,New York,1937-12-21,12,21,1937,253,Male,White,Édouard Molinaro,La Cage aux Folles,Nomination
51,1979,Best actress,Jane Fonda,Coming Home,41,New York,1937-12-21,12,21,1937,254,Male,White,Peter Yates,Breaking Away,Nomination
51,1979,Best actor,Jon Voight,Coming Home,40,New York,1938-12-29,12,29,1938,250,Male,White,Robert Benton,Kramer vs. Kramer,Winner
51,1979,Best actor,Jon Voight,Coming Home,40,New York,1938-12-29,12,29,1938,251,Male,White,Francis Ford Coppola,Apocalypse Now,Nomination
51,1979,Best actor,Jon Voight,Coming Home,40,New York,1938-12-29,12,29,1938,252,Male,White,Bob Fosse,All That Jazz,Nomination
51,1979,Best actor,Jon Voight,Coming Home,40,New York,1938-12-29,12,29,1938,253,Male,White,Édouard Molinaro,La Cage aux Folles,Nomination
51,1979,Best actor,Jon Voight,Coming Home,40,New York,1938-12-29,12,29,1938,254,Male,White,Peter Yates,Breaking Away,Nomination
52,1980,Best actress,Sally Field,Norma Rae,33,California,1946-11-06,11,6,1946,255,Male,White,Robert Redford,Ordinary People,Winner
52,1980,Best actress,Sally Field,Norma Rae,33,California,1946-11-06,11,6,1946,256,Male,White,David Lynch,The Elephant Man,Nomination
52,1980,Best actress,Sally Field,Norma Rae,33,California,1946-11-06,11,6,1946,257,Male,White,Roman Polanski,Tess,Nomination
52,1980,Best actress,Sally Field,Norma Rae,33,California,1946-11-06,11,6,1946,258,Male,White,Richard Rush,The Stunt Man,Nomination
52,1980,Best actress,Sally Field,Norma Rae,33,California,1946-11-06,11,6,1946,259,Male,White,Martin Scorsese,Raging Bull,Nomination
52,1980,Best actor,Dustin Hoffman,Kramer vs. Kramer,42,California,1937-08-08,8,8,1937,255,Male,White,Robert Redford,Ordinary People,Winner
52,1980,Best actor,Dustin Hoffman,Kramer vs. Kramer,42,California,1937-08-08,8,8,1937,256,Male,White,David Lynch,The Elephant Man,Nomination
52,1980,Best actor,Dustin Hoffman,Kramer vs. Kramer,42,California,1937-08-08,8,8,1937,257,Male,White,Roman Polanski,Tess,Nomination
52,1980,Best actor,Dustin Hoffman,Kramer vs. Kramer,42,California,1937-08-08,8,8,1937,258,Male,White,Richard Rush,The Stunt Man,Nomination
52,1980,Best actor,Dustin Hoffman,Kramer vs. Kramer,42,California,1937-08-08,8,8,1937,259,Male,White,Martin Scorsese,Raging Bull,Nomination
53,1981,Best actress,Sissy Spacek,Coal Miner's Daughter,31,Texas,1949-12-25,12,25,1949,260,Male,White,Warren Beatty,Reds,Winner
53,1981,Best actress,Sissy Spacek,Coal Miner's Daughter,31,Texas,1949-12-25,12,25,1949,261,Male,White,Hugh Hudson,Chariots of Fire,Nomination
53,1981,Best actress,Sissy Spacek,Coal Miner's Daughter,31,Texas,1949-12-25,12,25,1949,262,Male,White,Louis Malle,Atlantic City,Nomination
53,1981,Best actress,Sissy Spacek,Coal Miner's Daughter,31,Texas,1949-12-25,12,25,1949,263,Male,White,Mark Rydell,On Golden Pond,Nomination
53,1981,Best actress,Sissy Spacek,Coal Miner's Daughter,31,Texas,1949-12-25,12,25,1949,264,Male,White,Steven Spielberg,Raiders of the Lost Ark,Nomination
53,1981,Best actor,Robert De Niro,Raging Bull,37,New York,1943-08-17,8,17,1943,260,Male,White,Warren Beatty,Reds,Winner
53,1981,Best actor,Robert De Niro,Raging Bull,37,New York,1943-08-17,8,17,1943,261,Male,White,Hugh Hudson,Chariots of Fire,Nomination
53,1981,Best actor,Robert De Niro,Raging Bull,37,New York,1943-08-17,8,17,1943,262,Male,White,Louis Malle,Atlantic City,Nomination
53,1981,Best actor,Robert De Niro,Raging Bull,37,New York,1943-08-17,8,17,1943,263,Male,White,Mark Rydell,On Golden Pond,Nomination
53,1981,Best actor,Robert De Niro,Raging Bull,37,New York,1943-08-17,8,17,1943,264,Male,White,Steven Spielberg,Raiders of the Lost Ark,Nomination
54,1982,Best actress,Katharine Hepburn,On Golden Pond,74,Connecticut,1907-05-12,5,12,1907,265,Male,White,Richard Attenborough,Gandhi,Winner
54,1982,Best actress,Katharine Hepburn,On Golden Pond,74,Connecticut,1907-05-12,5,12,1907,266,Male,White,Sidney Lumet,The Verdict,Nomination
54,1982,Best actress,Katharine Hepburn,On Golden Pond,74,Connecticut,1907-05-12,5,12,1907,267,Male,White,Wolfgang Petersen,Das Boot,Nomination
54,1982,Best actress,Katharine Hepburn,On Golden Pond,74,Connecticut,1907-05-12,5,12,1907,268,Male,White,Sydney Pollack,Tootsie,Nomination
54,1982,Best actress,Katharine Hepburn,On Golden Pond,74,Connecticut,1907-05-12,5,12,1907,269,Male,White,Steven Spielberg,E.T. the Extra-Terrestrial,Nomination
54,1982,Best actor,Henry Fonda,On Golden Pond,76,Nebraska,1905-05-16,5,16,1905,265,Male,White,Richard Attenborough,Gandhi,Winner
54,1982,Best actor,Henry Fonda,On Golden Pond,76,Nebraska,1905-05-16,5,16,1905,266,Male,White,Sidney Lumet,The Verdict,Nomination
54,1982,Best actor,Henry Fonda,On Golden Pond,76,Nebraska,1905-05-16,5,16,1905,267,Male,White,Wolfgang Petersen,Das Boot,Nomination
54,1982,Best actor,Henry Fonda,On Golden Pond,76,Nebraska,1905-05-16,5,16,1905,268,Male,White,Sydney Pollack,Tootsie,Nomination
54,1982,Best actor,Henry Fonda,On Golden Pond,76,Nebraska,1905-05-16,5,16,1905,269,Male,White,Steven Spielberg,E.T. the Extra-Terrestrial,Nomination
55,1983,Best actress,Meryl Streep,Sophies Choice,33,New Jersey,1949-06-22,6,22,1949,270,Male,White,James L. Brooks,Terms of Endearment,Winner
55,1983,Best actress,Meryl Streep,Sophies Choice,33,New Jersey,1949-06-22,6,22,1949,271,Male,White,Bruce Beresford,Tender Mercies,Nomination
55,1983,Best actress,Meryl Streep,Sophies Choice,33,New Jersey,1949-06-22,6,22,1949,272,Male,White,Ingmar Bergman,Fanny and Alexander,Nomination
55,1983,Best actress,Meryl Streep,Sophies Choice,33,New Jersey,1949-06-22,6,22,1949,273,Male,White,Mike Nichols,Silkwood,Nomination
55,1983,Best actress,Meryl Streep,Sophies Choice,33,New Jersey,1949-06-22,6,22,1949,274,Male,White,Peter Yates,The Dresser,Nomination
55,1983,Best actor,Ben Kingsley,Ghandi,39,England,1943-12-31,12,31,1943,270,Male,White,James L. Brooks,Terms of Endearment,Winner
55,1983,Best actor,Ben Kingsley,Ghandi,39,England,1943-12-31,12,31,1943,271,Male,White,Bruce Beresford,Tender Mercies,Nomination
55,1983,Best actor,Ben Kingsley,Ghandi,39,England,1943-12-31,12,31,1943,272,Male,White,Ingmar Bergman,Fanny and Alexander,Nomination
55,1983,Best actor,Ben Kingsley,Ghandi,39,England,1943-12-31,12,31,1943,273,Male,White,Mike Nichols,Silkwood,Nomination
55,1983,Best actor,Ben Kingsley,Ghandi,39,England,1943-12-31,12,31,1943,274,Male,White,Peter Yates,The Dresser,Nomination
56,1984,Best actress,Shirley MacLaine,Terms of Endearment,49,Virginia,1934-04-24,4,24,1934,275,Male,White,Miloš Forman,Amadeus,Winner
56,1984,Best actress,Shirley MacLaine,Terms of Endearment,49,Virginia,1934-04-24,4,24,1934,276,Male,White,Woody Allen,Broadway Danny Rose,Nomination
56,1984,Best actress,Shirley MacLaine,Terms of Endearment,49,Virginia,1934-04-24,4,24,1934,277,Male,White,Robert Benton,Places in the Heart,Nomination
56,1984,Best actress,Shirley MacLaine,Terms of Endearment,49,Virginia,1934-04-24,4,24,1934,278,Male,White,Roland Joffé,The Killing Fields,Nomination
56,1984,Best actress,Shirley MacLaine,Terms of Endearment,49,Virginia,1934-04-24,4,24,1934,279,Male,White,David Lean,A Passage to India,Nomination
56,1984,Best actor,Robert Duvall,Tender Mercies,52,California,1931-01-05,1,5,1931,275,Male,White,Miloš Forman,Amadeus,Winner
